Shipment#,Sales,Operations,Carrier legalName,Carrier displayName,Nature of Goods,Considerable Charging Unit,Origin Port,Commodity,Destination Port,isHouseholdGoods,isUsedGoods,isHazardous,isPerishable,isVehicle,Origin State,Destination State,Destination country,createdDate,shipmentStatus
MAT210200,Chloe Anderson,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,139549,IAH,General Cargo,DAR,No,No,No,No,No,Texas,Dar es Salaam,Tanzania,2021-01-11T14:01:11.758Z,Completed
MAT227577,Aurora Patel,Alexander Carter,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Machinery,44399,SEA,Air data Inertial Reference Unit,DXB,No,No,No,No,No,Washington,Al Garhoud,United Arab Emirates,2022-12-14T15:54:34.857Z,Completed
MAT224748,Noah Miller,Sophia Thomas,Turkish Airlines,Turkish Airlines/JFK *,General,72217,SFO,"UN2735 Amines, liquid, corrosive, n.o.s. (Diethylenetriamine). UN3082 Environmentally hazardous substance, liquid, n.o.s.",SGN,No,No,Yes,No,No,California,Thái Bình,Vietnam,2022-08-22T16:58:22.294Z,Completed
MAT227534,Ethan Baker,Sophia Thomas,Mercury Air Cargo,Mercury Air Cargo,Other,14385,JFK,Cerom Alloy,LIM,No,No,Yes,No,No,New York,Callao,Peru,2022-12-13T17:48:52.066Z,Completed
MAT230267,Alexander Young,William Johnson,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,314387,LAX,"HANDBAGS, DRESSES. PANTS/SHORTS, SHOES, WOMENS, SANDALS, SHIRTS, WALLETS, ACCESSORIES",MNL,No,No,No,No,No,California,Metro Manila,Philippines,2023-01-12T17:58:14.920Z,Completed
MAT231274,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines / JFK*,Other,96872,JFK,"Medicaments
15-25 degree",ISU,No,No,No,Yes,No,New York,Kurdistan,Iraq,2023-02-23T13:29:34.348Z,Completed
MAT232048,Alexander Young,Ava Garcia,British Airways,British Airways/SFO *,General,126110,LAX,Essential Oil,MLE,No,No,No,No,No,California,Malé,Maldives,2023-03-22T22:34:25.888Z,Completed
MAT232918,Evelyn Martin,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,General,126874,ORD,Shoes,KGL,No,No,No,No,No,Illinois,Kigali City,Rwanda,2023-04-27T15:42:24.546Z,Completed
MAT232971,Ethan Baker,Sophia Thomas,DHL Aviation Americas,DHL Aviation Americas / SFO *,Other,179168,LAX,"Water Sport Equipment Battery for personal use

UN3480 CLASS 9",RIX,No,No,No,No,No,California,Baltic,Latvia,2023-04-30T21:39:11.487Z,Completed
MAT233339,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,99301,ORD,Stael bar steal cast iron,DEL,No,No,No,No,No,Illinois,Punjab,India,2023-05-15T12:40:37.175Z,Completed
MAT233491,Lucas Thompson,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,Other,300357,JFK,Industrial Equipments,ISB,No,No,No,No,No,New York,Punjab,Pakistan,2023-05-22T09:28:23.192Z,Completed
MAT234561,Matthew Johnson,Luna Miller,Air India,Air India / SFO *,General,34244,SFO,Parts of Microscopes,DEL,No,No,No,No,No,California,Punjab,India,2023-07-07T20:02:01.428Z,Completed
MAT234877,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,286638,LAX,Fasteners,HYD,No,No,No,No,No,California,Andhra Pradesh,India,2023-07-21T09:48:19.158Z,Completed
MAT235371,Ethan Baker,Sophia Thomas,Lufthansa Cargo,Lufthansa Cargo / JFK *,Other,179906,DFW,"UN1263, PAINT, 3, II",BLR,No,No,Yes,No,No,Texas,Karnataka,India,2023-08-14T17:35:51.231Z,Completed
MAT236450,Matthew Johnson,Luna Miller,Air India,Air India / SFO*,Other,64609,SFO,"Parts of Microscopes
Invoice# 2230229",DEL,No,No,No,No,No,California,Punjab,India,2023-10-03T20:47:19.967Z,Completed
MAT237174,Blake Garcia,Ethan Wright,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,21970,JFK,"Laboratory Equipment

DOCUMENTARY CREDIT NUMBER: LCSF960304938/23

H.S CODE  8479.8990",ISB,No,No,No,No,No,New York,Punjab,Pakistan,2023-11-07T07:57:14.109Z,Claims
MAT240381,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,134128,CVG,Interchangeable Tools for Hand tools,LHE,No,No,No,No,No,Kentucky,Punjab,Pakistan,2024-01-18T23:40:11.530Z,Released
MAT241659,Lucas Thompson,Elijah Allen,British Airways,British Airways / SFO *,General,23040,CLT,POLISHING PADS,BOM,No,No,No,No,No,North Carolina,Maharashtra,India,2024-03-13T11:47:43.208Z,Released
MAT241705,Ethan Baker,Michael Miller,Air India,Air India / SFO*,Other,95604,SLC,Metrological sensors - UN3091,KTM,No,No,No,No,No,Utah,Central,Nepal,2024-03-14T14:15:03.754Z,Released
MAT241741,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,242388,DFW,"Flame Holder, Gas TIP 6X6 Long Pipe Stub Assembly ",KUL,No,No,No,No,No,Texas,,Malaysia,2024-03-15T13:40:27.919Z,Released
MAT241764,Ethan Baker,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,General,276668,SFO,"Non-hazardous antibodies - Gel packs

Temp logger s/n 89024339 as",RUH,No,No,No,Yes,No,California,Riyadh,Saudi Arabia,2024-03-15T20:55:40.523Z,Released
MAT241854,Lucas Thompson,Elijah Allen,British Airways,British Airways / SFO *,General,86773,EWR, Floor Mats for Medical Use,BOM,No,No,No,No,No,New Jersey,Maharashtra,India,2024-03-20T17:21:38.578Z,Released
MAT242225,Matthew Johnson,Luna Miller,Air India,Air India / SFO*,General,128749,SFO,"Parts of Microscopes
Inv# 2401208",DEL,No,No,No,No,No,California,Punjab,India,2024-04-04T19:50:19.840Z,Active
MAT213763,Blake Garcia,Mia Garcia,China Airlines Cargo,China Airlines Cargo / SFO *,Perishable,192635,LAX,Plants 2-25* Celcius,PVG,No,No,No,No,No,California,Shanghai Municipality,China,2021-07-12T15:54:28.940Z,Completed
MAT217784,David Taylor,Harper Johnson,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Household/Personal Goods,37322,MSP,Clothing,DOH,Yes,Yes,No,No,No,Minnesota,Doha,Qatar,2021-12-23T18:30:33.892Z,Completed
MAT223963,Evelyn Martin,Benjamin Lee,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,258349,ORD,"Spare Parts				",KUL,No,No,No,No,No,,,Malaysia,2022-07-12T13:48:38.407Z,Completed
MAT211416,Blake Garcia,Liam Hernandez,Lufthansa Cargo,Lufthansa Cargo *,Other,5572,DFW,IMac,KGL,No,No,No,No,No,Texas,Kigali City,Rwanda,2021-03-18T16:39:17.717Z,Completed
MAT213112,Ethan Baker,Charlotte Jackson,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Dangerous Goods,131480,JFK,"Polymer, Carbon ",BAH,No,No,Yes,No,No,New York,,Bahrain,2021-06-15T17:13:05.607Z,Completed
MAT222850,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,174174,BOS,"CLDP.312X1.250 HBK	",BOM,No,No,No,No,No,Massachusetts,Maharashtra,India,2022-05-20T12:22:44.635Z,Completed
MAT234591,Alexander Young,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,111042,IAH,Bearing,ISB,No,No,No,No,No,Texas,Punjab,Pakistan,2023-07-10T16:45:38.700Z,Completed
MAT212516,Ethan Baker,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Dangerous Goods,60638,MSP,"AEROSOLS, NON flammable",KUL,No,No,Yes,No,No,Minnesota,Selangor,Malaysia,2021-05-19T19:57:51.392Z,Completed
MAT213810,Blake Garcia,Mia Garcia,Qatar Airways,Qatar Airways / LAX *,Other,185366,JFK,Spare Parts,DOH,No,No,No,No,No,New York,Doha,Qatar,2021-07-13T18:45:07.849Z,Completed
MAT222245,Chloe Anderson,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,272075,IAH,Center Punch Tool,DAR,No,No,No,No,No,Texas,Dar es Salaam,Tanzania,2022-04-21T06:33:46.002Z,Completed
MAT220792,Chloe Anderson,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,6059,LAX,Thermal Conductivity  Analyzer,CCU,No,No,No,No,No,California,West Bengal,India,2022-02-07T20:36:27.102Z,Completed
MAT226988,Evelyn Williams,Ava Garcia,Air India,Air India / SFO *,Other,230136,SFO,PIZZA LOADER,BLR,No,No,No,No,No,California,Karnataka,India,2022-11-21T14:42:48.676Z,Completed
MAT230119,Lucas Thompson,Ava Garcia,Qatar Airways,Qatar Airways / LAX *,Other,211781,ORD,"Lab reagent 
Temp : +2 to +8 
( 1 box containing 14Kg dry ice )",DOH,No,No,No,Yes,No,Illinois,Doha,Qatar,2023-01-06T12:08:29.918Z,Completed
MAT230459,Evelyn Williams,Ava Garcia,Air India,Air India / SFO *,Other,304554,SFO,PIZZA LOADER,BLR,No,No,No,No,No,California,Karnataka,India,2023-01-19T16:59:17.104Z,Completed
MAT231402,Blake Garcia,Mia Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,313181,ORD,"Laboratory reagents and Consumables - Perishable, packed in a foam box with frozen gel packs, 2-8C storage",AMM,No,No,No,No,No,Illinois,Amman,Jordan,2023-03-01T08:54:40.208Z,Completed
MAT232115,Evelyn Martin,William Johnson,Air Canada Cargo,Air Canada Cargo/SFO *,General,238133,CLE,Microtome Blades,DEL,No,No,No,No,No,Ohio,Punjab,India,2023-03-24T17:11:18.487Z,Completed
MAT232414,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,141561,JFK,Amusment game parts,BOM,No,No,No,No,No,New York,Maharashtra,India,2023-04-05T14:58:04.199Z,Completed
MAT233253,Ethan Baker,Sophia Thomas,Turkish Airlines,Turkish Airlines / JFK*,Other,205051,SFO,"Epoxy Resin / Packing Group III, II",SGN,No,No,Yes,No,No,California,Thái Bình,Vietnam,2023-05-10T20:52:58.859Z,Completed
MAT233779,Blake Garcia,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,Other,222135,MIA,"Microbial Inoculant, Nutrient Solution",LHE,No,No,No,No,No,Florida,Punjab,Pakistan,2023-06-01T10:04:48.183Z,Completed
MAT234136,Lucas Thompson,Sophia Thomas,Turkish Airlines,Turkish Airlines / JFK*,General,97756,ORD,"Parts of Crane

",BOM,No,No,No,No,No,Illinois,Maharashtra,India,2023-06-16T13:54:55.886Z,Completed
MAT234342,Lucas Thompson,Nora Williams,Etihad Airways,Etihad Airways / LAX *,Other,166764,ORD,Turbine Spare Parts,LHE,No,No,No,No,No,Illinois,Punjab,Pakistan,2023-06-27T13:18:43.920Z,Completed
MAT234893,Evelyn Martin,James Moore,British Airways,British Airways/SFO *,Other,112887,CLE,Microtome Parts and Accessories,DEL,No,No,No,No,No,Ohio,Punjab,India,2023-07-21T16:20:25.624Z,Completed
MAT237844,Lucas Thompson,Ava Garcia,British Airways,British Airways / SFO *,General,184137,DEN,Artificial Joints And Parts And Accessories,BOM,No,No,No,No,No,Colorado,Maharashtra,India,2023-12-11T10:44:55.041Z,Completed
MAT238239,Lucas Thompson,Evelyn Jones,British Airways,British Airways / SFO *,General,140762,PHX,Machine Spare Parts ,HYD,No,No,No,No,No,Arizona,Andhra Pradesh,India,2023-12-27T17:26:03.928Z,Completed
MAT242906,Matthew Johnson,Luna Miller,Air India,Air India / SFO*,Other,135872,SFO,"Parts of Microscopes
Inv# 2401212",DEL,No,No,No,No,No,California,Punjab,India,2024-04-30T21:48:17.768Z,New
MAT216300,Aurora Patel,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,318182,LAX,Cards or POS devices & Cables,BOM,No,No,No,No,No,California,Maharashtra,India,2021-10-25T17:09:06.943Z,Completed
MAT235181,Matthew Johnson,Luna Miller,Air India,Air India / SFO *,General,266130,SFO,"Components & parts														
Invoice #23-34653														",DEL,No,No,No,No,No,California,Punjab,India,2023-08-03T21:54:04.733Z,Completed
MAT211036,Blake Garcia,Charlotte Jackson,Qatar Airways,Qatar Airways / LAX *,Other,281044,MIA,Corrosion Testing Equipment,ISB,No,No,No,No,No,Florida,Punjab,Pakistan,2021-03-02T15:28:57.095Z,Completed
MAT210578,Avery Allen,Liam Hernandez,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,152930,ORD, laboratory electric ,MAA,No,No,No,No,No,Illinois,Tamil Nadu,India,2021-02-01T17:33:54.711Z,Completed
MAT213391,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,20372,IAD,GIFTS,ZNZ,No,No,No,No,No,District of Columbia,Mjini Magharibi,Tanzania,2021-06-25T15:16:02.477Z,Cancel
MAT213160,Ethan Baker,Charlotte Jackson,Turkish Airlines,Turkish Airlines/JFK *,Dangerous Goods,307970,SFO,MILDLY ACTIVATED ROSIN FLUX P.NO :186-18,HYD,No,No,Yes,No,No,California,Andhra Pradesh,India,2021-06-16T16:55:32.495Z,Completed
MAT222075,Aurora Patel,Daniel Young,Qatar Airways,Qatar Airways / LAX *,Other,151250,JFK,Live Birds,KWI,No,No,No,No,No,New York,Farwaniya,Kuwait,2022-04-11T21:30:56.486Z,Completed
MAT220762,Ethan Baker,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Dangerous Goods,45114,SFO,Soldering Flux,HYD,No,No,Yes,No,No,California,Andhra Pradesh,India,2022-02-04T18:03:03.576Z,Completed
MAT220786,Ethan Baker,Mia Garcia,Cathay Pacific Cargo,Cathay Pacific Cargo,Dangerous Goods,39801,LAX,Co2 Cartridge ,SIN,No,No,Yes,No,No,California,Changi,Singapore,2022-02-07T19:02:42.923Z,Completed
MAT221512,Ethan Baker,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,82047,PIT,Spare parts,CAI,No,No,No,No,No,Pennsylvania,Cairo,Egypt,2022-03-14T20:07:52.991Z,Completed
MAT224544,Lucas Thompson,Mia Garcia,Air India,Air India / SFO *,General,202338,MIA,DP Gauge 0-30 PSI w/3-way valve,BOM,No,No,No,No,No,Florida,Maharashtra,India,2022-08-10T16:16:47.520Z,Completed
MAT226728,Lucas Thompson,William Johnson,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Perishable,245921,ORD,"Semitendinosus
Tibialis Posterior
Achilles Tendon
Achilles Tendon
Under controlled temperature MINUS 40 C (-40C).– Riyadh.",RUH,No,No,No,No,No,Illinois,Riyadh,Saudi Arabia,2022-11-10T11:28:02.780Z,Completed
MAT230997,Alexander Young,William Johnson,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,General,192554,BOS,Industrial Spray Nozzles,CCU,No,No,No,No,No,Massachusetts,West Bengal,India,2023-02-10T12:23:06.498Z,Completed
MAT231080,Lucas Thompson,Evelyn Jones,Etihad Airways,Etihad Airways / LAX *,Other,147557,ORD,"Non Infectious Tissue
Temp: 2-8C",RUH,No,No,No,Yes,No,Illinois,Riyadh,Saudi Arabia,2023-02-14T11:13:12.700Z,Completed
MAT232224,Blake Garcia,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,General,111565,LAX,Test Equipment,LHE,No,No,No,No,No,California,Punjab,Pakistan,2023-03-29T11:26:22.639Z,Completed
MAT232321,Blake Garcia,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,General,169527,ORD,"TIP FOR BILLIARD STICK
NTN # 1031864",LHE,No,No,No,No,No,Illinois,Punjab,Pakistan,2023-04-03T07:33:41.094Z,Completed
MAT233399,Lucas Thompson,Logan Martin,British Airways,British Airways/SFO *,Other,174343,DTW,Element ,BOM,No,No,No,No,No,Michigan,Maharashtra,India,2023-05-17T13:49:24.127Z,Completed
MAT237311,Evelyn Walker,Ethan Wright,British Airways,British Airways / SFO *,General,279116,DFW,Axial Fans ,DXB,No,No,No,No,No,Texas,Al Garhoud,United Arab Emirates,2023-11-14T13:48:26.941Z,Completed
MAT237900,Maya Davis,Ava Garcia,Emirates Sky Cargo / SFO *,Emirates Sky Cargo / SFO *,General,24137,SFO,Pizza Loader,BLR,No,No,No,No,No,California,Karnataka,India,2023-12-12T17:27:30.161Z,Completed
MAT238146,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,Other,1790,JFK,"Medicaments
15-25 degree",EBL,No,No,No,Yes,No,New York,Kurdistan,Iraq,2023-12-21T14:31:44.888Z,Audited
MAT240007,Lucas Thompson,Evelyn Jones,Etihad Airways,Etihad Airways / LAX *,Other,177445,ORD,"UN1845-Non-Infectious Human Tissues for transplantation(Surgery) - Peroneus Longus and Achilles Tendon w/Bone 
The shipment contains 10Kgs of dry Ice,
UN1845,
Temperature 2 To 8 oC

",AMM,No,No,No,Yes,No,Illinois,Amman,Jordan,2024-01-02T10:00:51.711Z,Released
MAT240008,Lucas Thompson,Evelyn Jones,Etihad Airways,Etihad Airways / LAX *,General,30700,ORD,Non - Non-infectious human tissue for transplantation (Surgery) cancellous coarse -Temperature:+2 to +8 C,RUH,No,No,No,Yes,No,Illinois,Riyadh,Saudi Arabia,2024-01-02T10:08:41.974Z,Released
MAT240160,Riley Bennett,Penelope Brooks,British Airways,British Airways / SFO *,Other,275146,JFK,FIRETROL 12V/24V BATTERY CHARGER,KWI,No,No,No,No,No,New York,Farwaniya,Kuwait,2024-01-09T14:57:56.545Z,Released
MAT240844,Lucas Thompson,Noah Patel,American Airlines Cargo,American Airlines Cargo *,Other,113472,ORD,"UN1845-Non-Infectious Human Tissue for Transplantation (Surgery) - Femoral Head w/o Cartilage, Semitendinosus, Fibula, Proximal, Fibula Segment
The shipment contains 10kg of Dry Ice, UN1845
 Maintain Temperature:2 To 8 oC

",DOH,No,No,No,Yes,No,Illinois,Doha,Qatar,2024-02-07T11:55:48.457Z,Released
MAT241344,Riley Bennett,Elijah Allen,British Airways,British Airways / SFO *,General,50873,IAH,"Electrochemical Workstations

",MAA,No,No,No,No,No,Texas,Tamil Nadu,India,2024-02-29T12:48:07.353Z,Released
MAT241872,Lucas Thompson,Noah Patel,Etihad Airways,Etihad Airways / LAX *,Other,5447,ORD,"Community Tissue

This will be one box 18x15x17
40 lbs (total)
22 lbs (dry Ice) ",RUH,No,No,No,Yes,No,Illinois,Riyadh,Saudi Arabia,2024-03-21T13:50:44.540Z,Released
MAT242139,Lucas Thompson,Noah Patel,Etihad Airways,Etihad Airways / LAX *,General,185504,ORD,"Achilles Tendon w/bone, Peroneus Longus",AMM,No,No,No,Yes,No,Illinois,Amman,Jordan,2024-04-02T11:23:18.380Z,Released
MAT242237,Lucas Thompson,Ava Garcia,British Airways,British Airways / SFO *,General,319287,JFK,"Level probe and electronic tank display

",DOH,No,No,No,No,No,New York,Doha,Qatar,2024-04-05T12:17:32.646Z,Released
MAT242412,Maya Davis,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,General,2739,ATL,DOUBLE BAGGED ROLL,MLE,No,No,No,No,No,Georgia,Malé,Maldives,2024-04-11T16:24:34.116Z,Released
MAT210957,Matthew Johnson,Luna Miller,Sri Lankan Travel Inc,SriLankan Airlines,Other,319663,SFO,Network Switches,CMB,No,No,No,No,No,California,Western Province,Sri Lanka,2021-02-24T20:13:48.591Z,Completed
MAT214935,Matthew Johnson,Luna Miller,KLM Royal Dutch/SFO,KLM Royal Dutch/SFO,Other,225656,SFO,Tools,LED,No,No,No,No,No,California,,Russia,2021-08-25T23:00:19.633Z,Completed
MAT221046,Aurora Patel,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,302881,JFK,tableware,MLE,No,No,No,No,No,New York,Malé,Maldives,2022-02-17T13:23:54.368Z,Completed
MAT213759,Blake Garcia,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,61660,JFK,Chroma Ink - Non Hazardous,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2021-07-12T14:43:30.215Z,Completed
MAT216009,Ethan Baker,Liam Hernandez,Lufthansa Cargo,Lufthansa Cargo *,Dangerous Goods,82828,RDU,Forensics Inspection Lights & Ridge Builder,KGL,No,No,Yes,No,No,North Carolina,Kigali City,Rwanda,2021-10-12T19:19:14.384Z,Completed
MAT222917,Lucas Thompson,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,Other,10999,BOS,Waters 2996 Photodiode Array Detector,BOM,No,No,No,No,No,Massachusetts,Maharashtra,India,2022-05-24T15:38:52.873Z,Completed
MAT221768,Blake Garcia,William Moore,Turkish Airlines,Turkish Airlines/JFK *,Other,19281,JFK,Pump parts,KHI,No,No,No,No,No,New York,Sindh,Pakistan,2022-03-25T17:08:56.855Z,Completed
MAT233391,Ethan Baker,Logan Martin,British Airways,British Airways/SFO *,Other,228558,MSP,Adhesives,DXB,No,No,Yes,No,No,Minnesota,Al Garhoud,United Arab Emirates,2023-05-17T00:26:01.129Z,Completed
MAT233973,Lucas Thompson,Ethan Wright,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,General,143482,JFK,Medical Equipment & Accessories (Non-DG),LHE,No,No,No,No,No,New York,Punjab,Pakistan,2023-06-09T12:18:19.531Z,Completed
MAT234006,Lucas Thompson,Ava Garcia,British Airways,British Airways/SFO *,General,118562,SFO,Airbon Connectors,HYD,No,No,No,No,No,California,Andhra Pradesh,India,2023-06-12T13:45:28.848Z,Completed
MAT234051,Blake Garcia,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,45414,SFO,Machinery Parts,KHI,No,No,No,No,No,California,Sindh,Pakistan,2023-06-13T17:53:28.954Z,Completed
MAT234132,Blake Garcia,Nora Williams,Air Canada Cargo,Air Canada Cargo/SFO *,General,240287,IAH,Electrochemical Workstation Electrodes,DEL,No,No,No,No,No,Texas,Punjab,India,2023-06-16T11:02:38.324Z,Completed
MAT234921,Lucas Thompson,Sophia Thomas,Etihad Airways,Etihad Airways / LAX *,Other,117151,ORD,NON-INFECTIOUS HUMAN TISSUE - 22lbs dry ice,RUH,No,No,No,Yes,No,Illinois,Riyadh,Saudi Arabia,2023-07-24T11:11:02.228Z,Completed
MAT235069,Lucas Thompson,Sophia Thomas,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,186663,JFK,"Elisa Test Kits
",BLR,No,No,No,Yes,No,New York,Karnataka,India,2023-07-31T13:08:10.356Z,Completed
MAT235431,Ethan Baker,Amelia Robinson,All Nippon Airways ,All Nippon Airways/LAX *,Other,238340,LAX,"EPOXY,LOCTITE 1C,WHT,4 OZ KIT,43964 / PG-III, PG-II",SGN,No,No,Yes,No,No,California,Thái Bình,Vietnam,2023-08-16T14:58:24.634Z,Completed
MAT235947,Evelyn Martin,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,266619,SLC,Air quality monitor,KHI,No,No,No,No,No,Utah,Sindh,Pakistan,2023-09-11T11:53:10.194Z,Completed
MAT237047,Lucas Thompson,Evelyn Jones,Etihad Airways,Etihad Airways / LAX *,Other,118960,ORD,"Non-Infectious Human Tissues for transplantation(Surgery)- Achilles tendon w/o Bone
 (22 lbs dry ice)",RUH,No,No,No,Yes,No,Illinois,Riyadh,Saudi Arabia,2023-11-01T11:06:32.864Z,Completed
MAT237244,Maya Davis,Elijah Allen,British Airways,British Airways / SFO *,General,95859,CLE,Gas Shutoff Valve,DXB,No,No,No,No,No,Ohio,Al Garhoud,United Arab Emirates,2023-11-09T16:24:42.452Z,Completed
MAT237268,Ethan Baker,Michael Miller,Turkish Airlines,Turkish Airlines / JFK*,Other,193161,SFO,"Option 732, Spectrum analyzer, 32 GHz
Lithium Batteries
UN3481 PI967 SEC II",PRG,No,No,No,No,No,California,Prague,Czech Republic,2023-11-10T15:57:51.103Z,Completed
MAT237287,Lucas Thompson,Evelyn Jones,Etihad Airways,Etihad Airways / LAX *,Other,166221,ORD,"UN1845-Non-Infectious Human Tissues for transplantation(Surgery)- Achilles tendon w/o Bone / Femoral Head w/o Cartilage Shipment contains 10 Kgs dry Ice, UN1845, Temperature -40 degree",RUH,No,No,No,Yes,No,Illinois,Riyadh,Saudi Arabia,2023-11-13T11:25:58.374Z,Completed
MAT240114,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,7765,IAH,Life Boat spare parts,KUL,No,No,No,No,No,Texas,,Malaysia,2024-01-05T13:16:18.858Z,Released
MAT241121,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,300611,LAX,Water Filtration Parts ,KHI,No,No,No,No,No,California,Sindh,Pakistan,2024-02-20T12:22:32.721Z,Released
MAT242331,Riley Bennett,Noah Patel,Air Canada Cargo,Air Canada Cargo *,General,102071,SEA,General cargo,DXB,No,No,No,No,No,Washington,Al Garhoud,United Arab Emirates,2024-04-09T11:23:35.274Z,Invoiced
MAT222114,Blake Garcia,Evelyn King,Turkish Airlines,Turkish Airlines/JFK *,Other,221671,ORD,Filters ,LHE,No,No,No,No,No,Illinois,Punjab,Pakistan,2022-04-13T07:55:36.288Z,Completed
MAT223188,Scarlett Thomas,Evelyn Jones,Lufthansa Cargo,Lufthansa Cargo,Other,301481,MSP,Everybody Cooks Rice,MAA,No,No,No,No,No,Minnesota,Tamil Nadu,India,2022-06-04T12:08:16.043Z,Completed
